Mathematics, Language, Science, History, English, Physical_Education, Art,mean_sciences,mean_humanities,Total_mean
5.5,6.4,6.2,7,5.4,8.9,6.7,5.85,6.70,6.59
5.8,6.1,5.9,7.6,6.7,6.7,6.4,5.85,6.85,6.46
5.7,5.5,6.2,8,5.9,6.1,5.5,5.95,6.75,6.13
5.6,6.2,5.9,7.4,6.2,6.3,7.2,5.75,6.80,6.40
5,4.8,5.6,5.8,4.6,5.1,7,5.30,5.30,5.41
6,7,6.5,5.4,6.2,5.7,5.1,6.25,6.20,5.99
6,6.6,5,4.7,5.5,7.8,6,5.50,5.65,5.94
5.8,6.3,4.4,6.6,5.7,7.5,6.2,5.10,6.45,6.07
5.3,6.7,5.4,8,6.2,7.7,6,5.35,7.35,6.47
5,7.4,4.3,6.7,6,7.2,7.8,4.65,7.05,6.34
5.4,6.8,4.3,7.2,4.2,6.7,8.3,4.85,7.00,6.13
5.9,5,5.7,5.4,6.4,7.3,6.7,5.80,5.20,6.06
6.3,6.7,6,6.9,4.5,7.5,7.1,6.15,6.80,6.43
4.9,6.1,5.1,6.9,4.5,7.5,7.4,5.00,6.50,6.06
5.2,6.5,5.6,6.6,7,6.9,6.8,5.40,6.55,6.37
5.1,5.5,5.3,6.5,5.9,7.1,5.9,5.20,6.00,5.90
6.2,5.2,5.3,7.7,5.7,6.1,7,5.75,6.45,6.17
6.3,7.1,5.6,5.5,6.2,6.1,7.4,5.95,6.30,6.31
4.3,6.5,5.3,3.9,5.6,8.2,7.9,4.80,5.20,5.96
5.8,6.6,5.9,5.9,6,6.9,6.9,5.85,6.25,6.29
5.2,6.7,6.1,7.6,5.7,6.1,8.1,5.65,7.15,6.50
6.2,7.3,5.6,5.4,7,7.1,5.9,5.90,6.35,6.36
6.2,6.8,5.8,5.5,5.3,6.6,6.4,6.00,6.15,6.09
5.3,6.3,5.9,5.8,6.9,7.8,6.9,5.60,6.05,6.41
5.6,7,5,5.5,5.5,8.5,7,5.30,6.25,6.30
6.4,5.8,6.1,5.4,6.1,7.4,7.5,6.25,5.60,6.39
7,5.3,5.1,5.8,6.3,9.4,6.8,6.05,5.55,6.53
5.4,5.4,5.3,6.6,6.1,6.9,7.6,5.35,6.00,6.19
6.8,5.8,5.1,7.2,5.3,7.3,4.9,5.95,6.50,6.06
5.7,5.2,5.4,5.7,5.3,8.6,5.4,5.55,5.45,5.90
5.4,6.7,5.2,7.2,5.9,5.8,6.5,5.30,6.95,6.10
5.5,4.5,6.1,5.6,6.4,7.4,5.4,5.80,5.05,5.84
6.7,5.5,4.8,5.4,6.1,8.5,6.7,5.75,5.45,6.24
5.6,5.6,5.3,6.2,5.7,7,8.7,5.45,5.90,6.30
5.4,6.2,5.4,5.8,6.3,6.9,6.8,5.40,6.00,6.11
7.5,6.5,5.1,7.1,5.1,8.1,7.1,6.30,6.80,6.64
6.4,5.7,4.6,6.4,5.7,7.1,9.4,5.50,6.05,6.47
6,6,4.7,5.9,6.7,6.7,5.7,5.35,5.95,5.96
6.1,6,5.1,6.7,6.7,6.9,7.2,5.60,6.35,6.39
6,5.8,5.2,6.8,6.4,6.7,8.4,5.60,6.30,6.47
5.7,5.2,6.7,5.2,6.2,7.9,4.7,6.20,5.20,5.94
5.2,5.8,5.9,6.1,6.4,7.7,6.4,5.55,5.95,6.21
6,5.7,4.8,6.4,6,8.9,7.6,5.40,6.05,6.49
6,4.5,5.3,6.7,5.2,6.1,8.1,5.65,5.60,5.99
6.1,8.2,5.1,6.2,6.2,7.4,6.8,5.60,7.20,6.57
6.1,6.4,4.6,6.1,6.6,7.6,6.2,5.35,6.25,6.23
5.5,5.4,6.3,6,5.4,7.6,6.2,5.90,5.70,6.06
6.2,7.1,6,7.6,7.1,5.8,7.6,6.10,7.35,6.77
5.8,5.9,5.6,7.5,6.1,9.6,8.7,5.70,6.70,7.03
5,5.9,5.3,5.8,6.7,8.5,6.7,5.15,5.85,6.27
6.5,5.4,5.2,6.2,6.3,7.6,6.9,5.85,5.80,6.30
5.6,6,6.6,6.7,5.6,6.7,6.7,6.10,6.35,6.27
5.1,7.3,4.6,6.2,6,6.7,7.2,4.85,6.75,6.16
5.5,6.8,5.9,5.9,6.2,7.3,6.9,5.70,6.35,6.36
4.7,5.3,5.2,5.7,7.1,8.5,7,4.95,5.50,6.21
5.2,6.5,5.3,6.5,4.8,7.4,6.4,5.25,6.50,6.01
6.1,6.9,5,6.6,5.7,6.5,5.8,5.55,6.75,6.09
5.2,5.4,5.2,6.5,5.4,7.1,7.7,5.20,5.95,6.07
5.4,6.5,4.5,5.9,5.1,8.6,6,4.95,6.20,6.00
5.7,6.8,5.7,6.2,5.9,8.8,5.6,5.70,6.50,6.39
5.6,6.3,4.8,7,5.2,8,6.2,5.20,6.65,6.16
5.9,6.4,5.8,6,5.3,7.9,6.4,5.85,6.20,6.24
6.5,5.9,5.8,6.6,6.3,7.9,6.2,6.15,6.25,6.46
6.2,5.8,5.1,5.4,6.5,7.4,7,5.65,5.60,6.20
6.6,6.7,5.7,7.1,6.2,5.3,8.4,6.15,6.90,6.57
6.8,6,6.5,6.3,6,8.2,6.4,6.65,6.15,6.60
5.5,7.1,4.5,6.3,7.1,8.2,5.8,5.00,6.70,6.36
5.5,6,4.9,6.8,5.8,6.3,6.9,5.20,6.40,6.03
3.9,6.6,5.8,5.7,4.9,6.3,6.3,4.85,6.15,5.64
5.2,6.2,5.1,6.9,6,8.1,6.2,5.15,6.55,6.24
4.8,6.2,4.5,6.8,6.3,7.3,7.2,4.65,6.50,6.16
5,6.5,4.8,5.9,6,8,6,4.90,6.20,6.03
6,6,7.5,5.1,5.6,6.7,7,6.75,5.55,6.27
5.9,6.6,5.5,7.2,5.1,8.4,8.3,5.70,6.90,6.71
6.2,4.6,5.4,6.5,6.8,6,6.6,5.80,5.55,6.01
4.7,7.2,5.3,7.1,6.5,7.6,5.5,5.00,7.15,6.27
4.7,5.6,5.9,5.3,5.4,6.6,6.9,5.30,5.45,5.77
5,5.3,5.7,6.1,6.3,5.6,6.1,5.35,5.70,5.73
5,4.9,6.4,7.4,6.3,7.6,7.4,5.70,6.15,6.43
5.6,5.6,4.9,5,5.2,7.3,7.2,5.25,5.30,5.83
5.2,5.7,5.9,6.3,5.8,8.7,6.9,5.55,6.00,6.36
6.7,5.5,5.8,5.2,5.4,5.9,7.4,6.25,5.35,5.99
5.3,6.4,6.5,8.1,6.1,6,6.7,5.90,7.25,6.44
6.5,5.9,5.2,6.5,5.5,4.7,6.8,5.85,6.20,5.87
6.7,7.6,6.4,6.4,6.6,7.6,7.1,6.55,7.00,6.91
6.4,4.6,5.3,7.7,7.5,6.2,6.8,5.85,6.15,6.36
5.4,5.6,5.4,5.9,5,9.1,6.2,5.40,5.75,6.09
5.8,7.3,6.3,6.6,5.1,7.9,6.5,6.05,6.95,6.50
4.8,6.4,5.4,6.2,5.5,7.1,6.9,5.10,6.30,6.04
6.3,6.1,6,6,5.8,7.3,7.4,6.15,6.05,6.41
6.5,6.5,6.1,6.9,5.9,6.9,7.2,6.30,6.70,6.57
5.1,5.3,4.9,5.6,7.5,7.9,8.7,5.00,5.45,6.43
6.1,5.7,4.5,6.3,5.6,8,6.4,5.30,6.00,6.09
5.8,7.2,5.1,7.5,6.1,6.7,7.4,5.45,7.35,6.54
5.6,6.8,5.4,7.4,5.8,8.9,6.7,5.50,7.10,6.66
6.1,6.2,6.5,6,6.6,7,6.6,6.30,6.10,6.43
5.3,7.3,6.5,5.7,4.7,7.3,6.5,5.90,6.50,6.19
5.5,6.4,5.8,8.3,5.6,8.9,7.4,5.65,7.35,6.84
5.3,6.8,5.5,6.9,6.2,7.5,6.2,5.40,6.85,6.34
4.5,6.2,4.7,7.6,6.8,8.4,6.4,4.60,6.90,6.37
6.5,5.2,5.6,6.5,6.7,9.1,6.8,6.05,5.85,6.63
5.6,7.8,4.9,6.7,4.9,8,7.7,5.25,7.25,6.51
5,7.2,5.9,6,5.7,7.5,5.6,5.45,6.60,6.13
5.2,5.1,5.8,6.7,5.6,8.5,4.1,5.50,5.90,5.86
5.9,7.1,6.1,5.6,5.9,6.5,7.9,6.00,6.35,6.43
5.2,5.7,6,6.7,5.8,4.8,5.9,5.60,6.20,5.73
5.9,7,5.8,5.5,4.3,5.9,6.4,5.85,6.25,5.83
5.4,7,6.1,7.4,4.9,8.4,8.2,5.75,7.20,6.77
6.2,6.6,6,8.1,5.7,9.1,8.1,6.10,7.35,7.11
6.5,6.2,5.7,5.2,5.9,7.5,7,6.10,5.70,6.29
4.8,6.1,5.5,6.3,5.6,8.8,7.2,5.15,6.20,6.33
5,5.5,5.2,6.4,5.6,8.5,6.2,5.10,5.95,6.06
5.1,7.6,6.4,5.2,4.8,7.9,6.3,5.75,6.40,6.19
5.1,5.6,5.3,5.1,5,6.6,8.1,5.20,5.35,5.83
4.9,5.2,4.6,7.8,4.8,8.4,7.7,4.75,6.50,6.20
5,6.2,5.7,6.9,5.4,7.2,7.1,5.35,6.55,6.21
5.3,7.4,6.6,7.8,5.8,5.1,7,5.95,7.60,6.43
5.2,6,4.9,4.4,5.9,6.1,6.8,5.05,5.20,5.61
5.4,7.9,6.2,7.7,5.5,7.8,7.2,5.80,7.80,6.81
6.4,5.4,5,8.5,6.4,6.9,7.1,5.70,6.95,6.53
5.5,6.8,5.7,4.6,6.2,7.4,6.2,5.60,5.70,6.06
5.5,6.9,5.3,7.2,6.5,7.3,6.1,5.40,7.05,6.40
6.1,6.7,5.7,6.8,7.6,6.6,6,5.90,6.75,6.50
6.5,6.5,5.4,7.3,5.4,7.4,7.2,5.95,6.90,6.53
5.4,5.9,5.9,6.8,6.5,7.6,8.3,5.65,6.35,6.63
6.1,5.8,5.8,6.4,5.4,7,6.5,5.95,6.10,6.14
6.1,6.1,6,6.6,6,6.8,7.4,6.05,6.35,6.43
5.7,6.1,5.6,6.3,6.4,6.2,6.3,5.65,6.20,6.09
5.4,6.9,5.5,7.5,7,6.8,7.4,5.45,7.20,6.64
6.5,5.7,5.4,6.1,6.6,9.1,7,5.95,5.90,6.63
6.1,5.9,5.5,5.5,5.3,4.9,6.6,5.80,5.70,5.69
4,6.1,5.5,5.5,5.8,8.5,5.8,4.75,5.80,5.89
6.1,5.7,4.6,8.2,4.3,9.7,6.4,5.35,6.95,6.43
6.4,6.3,6.5,5.6,5.6,7.2,6.3,6.45,5.95,6.27
6.1,6.6,4.8,6.4,6.6,7.9,7.8,5.45,6.50,6.60
6.2,7.9,4.7,5.7,5.8,8,7.7,5.45,6.80,6.57
6.1,4.9,5.8,7.3,5.5,9.2,7.3,5.95,6.10,6.59
5,6.4,4.7,6.1,6.4,7.1,6.1,4.85,6.25,5.97
5.6,6.7,4.6,5.6,6.3,5.3,6.5,5.10,6.15,5.80
5.8,5.2,5.5,8.1,5.5,7.8,6.8,5.65,6.65,6.39
6.1,6.5,5.6,6.3,6.5,7,7.2,5.85,6.40,6.46
5.9,5.1,4.3,5.4,5.6,6.9,6,5.10,5.25,5.60
5.5,5.6,5,6.3,5.9,6.9,8,5.25,5.95,6.17
4.7,4.5,6.4,5.8,5.9,8,7.9,5.55,5.15,6.17
5.5,5.8,5.6,6.4,6.5,7.4,5.9,5.55,6.10,6.16
6.4,5.5,4.8,8.1,6.5,6.9,5.9,5.60,6.80,6.30
6,5.6,5.6,6.7,6.6,9.5,7.3,5.80,6.15,6.76
5,6.8,5.1,5.9,5.4,5.4,6.3,5.05,6.35,5.70
5.4,6.4,5,7,5.8,7.1,6.7,5.20,6.70,6.20
5.6,6.6,5,7.9,7.2,6.9,7.3,5.30,7.25,6.64
6.7,4.9,5.4,5.7,5.4,6.3,5,6.05,5.30,5.63
5.2,5,5.7,5.5,6.4,7.4,6.8,5.45,5.25,6.00
6.7,6.3,5.7,5.8,6.4,5.8,6.7,6.20,6.05,6.20
5.1,6.3,5.7,6,6,6.7,5.9,5.40,6.15,5.96
6.1,5.1,5.3,6,6.5,9,7.6,5.70,5.55,6.51
5.3,7,6,5,7,8.7,6.4,5.65,6.00,6.49
5.3,5.8,4.8,6.3,5.8,6.5,6.1,5.05,6.05,5.80
6.6,5,5.3,6,6,7.2,9.2,5.95,5.50,6.47
6.6,5.3,6,6.6,6.9,8.4,6.8,6.30,5.95,6.66
5.9,7.5,5,5.9,5.8,5.9,6.5,5.45,6.70,6.07
5.5,7.5,5.6,8.3,5.2,8.2,5.3,5.55,7.90,6.51
6.5,6.3,6.3,6.6,4.9,8,7.9,6.40,6.45,6.64
5.8,4.7,6.1,5.8,4.6,8,6,5.95,5.25,5.86
6.1,6.8,5.8,5.2,5.5,6.5,6.7,5.95,6.00,6.09
6.2,5.1,6,8,6.1,8.6,6.9,6.10,6.55,6.70
5.6,5.9,6,6.1,6.8,6.6,5.9,5.80,6.00,6.13
4.6,6.3,5,7.3,5.6,7.1,7,4.80,6.80,6.13
7,6.1,6.2,5.3,7.6,6.4,7.6,6.60,5.70,6.60
6.5,6.6,6.3,8,4.9,6.5,6.3,6.40,7.30,6.44
5.4,6.7,5.9,7,6.3,7.8,5.6,5.65,6.85,6.39
6,6.3,4.4,6.5,7.6,8.4,5.6,5.20,6.40,6.40
5.8,6.1,5.7,6.7,6.8,7.2,5.3,5.75,6.40,6.23
5.9,5.6,5.9,7.8,5.3,6.4,7.1,5.90,6.70,6.29
6.2,4.8,5.9,5.9,6.7,9.1,5.7,6.05,5.35,6.33
4.7,6.8,5.2,5.7,6.3,7.1,7.7,4.95,6.25,6.21
5.8,6.2,5,5.3,5.1,8.1,6.2,5.40,5.75,5.96
5.2,6.1,5.9,6.8,5.5,9.6,8.2,5.55,6.45,6.76
5.9,5.8,5.2,6.3,4.9,7.6,8.5,5.55,6.05,6.31
4.9,6.5,6.4,6,6.7,7.4,6.6,5.65,6.25,6.36
5.7,6.9,6,4.8,5.7,7.9,8.1,5.85,5.85,6.44
5.1,6,4.6,5.4,5.4,6.3,8.9,4.85,5.70,5.96
6,4.9,5.6,6.6,4.9,6.6,6.1,5.80,5.75,5.81
5.7,6.6,6,8,4.5,5.6,7,5.85,7.30,6.20
6.5,5.9,5.2,7,5.4,5.5,8.3,5.85,6.45,6.26
5.7,6.6,6.2,6.3,6.9,7.3,7.2,5.95,6.45,6.60
6.5,6.2,6,5.9,5.7,7.9,6.5,6.25,6.05,6.39
5.4,5.5,5.6,7.1,6.3,7.8,7.9,5.50,6.30,6.51
5.4,7,4.2,7.7,5.3,6.1,8.3,4.80,7.35,6.29
4.5,6.7,5.4,6.1,6.4,6.6,6.5,4.95,6.40,6.03
5.6,4.9,6,6,6.5,6.8,7.9,5.80,5.45,6.24
5,7.4,6.2,6.7,6.2,8.4,6.9,5.60,7.05,6.69
6,6.3,6.5,5.3,6.1,8.2,7.8,6.25,5.80,6.60
5.1,5.2,5.3,6.4,5.2,6.7,5.8,5.20,5.80,5.67
5.6,5.9,5.8,7.1,5.7,8,6.1,5.70,6.50,6.31
6,6.3,5.8,6.6,5.8,9,6.4,5.90,6.45,6.56
4.9,5.7,6.7,6.3,6,6.5,7.2,5.80,6.00,6.19
6.8,5.3,4.8,7.6,6.6,6,7.9,5.80,6.45,6.43
6.7,6.4,4.8,6.3,5,7.4,6.2,5.75,6.35,6.11
4.5,6.3,5.6,5.7,5.8,6.7,5.1,5.05,6.00,5.67
6.1,5.9,4.9,5.3,6.3,7.9,8.4,5.50,5.60,6.40
5.9,6.2,5.3,5.6,6.5,8.5,5.5,5.60,5.90,6.21
5.3,5.6,6.3,7.4,4.7,5.8,6.7,5.80,6.50,5.97
4.4,5.9,4.6,7,5.8,9.3,7.9,4.50,6.45,6.41
6.2,6,4.6,6.6,7,6.4,4.6,5.40,6.30,5.91
5.6,6.5,5.4,7.2,4.3,7,5.3,5.50,6.85,5.90
5.6,5.9,5.5,6.4,5.6,6.6,7.1,5.55,6.15,6.10
5.7,5.9,5.3,5.6,5.1,6.7,6.6,5.50,5.75,5.84
5.3,5.4,6.5,6.9,6.4,7.6,6.8,5.90,6.15,6.41
6,5.1,5.9,8.1,6.4,6.7,7.4,5.95,6.60,6.51
6.6,6,6.6,5.8,6.7,5.9,5.9,6.60,5.90,6.21
5.4,6.7,5.3,7.4,5.6,6.6,6.6,5.35,7.05,6.23
6.3,5.7,6,7.2,5.9,4.4,7.6,6.15,6.45,6.16
5.8,7.7,4.8,7.4,5.5,7,6.2,5.30,7.55,6.34
5.8,6,6.1,5.5,4.6,5.5,7,5.95,5.75,5.79
6.6,7.2,5.6,8.6,6.4,7.3,6.9,6.10,7.90,6.94
6.1,6,5.7,6.5,4.6,6.7,7.9,5.90,6.25,6.21
4.9,6.5,6.8,6.8,6.1,7,7,5.85,6.65,6.44
5.6,6,5.2,7.7,5.8,7.6,7.1,5.40,6.85,6.43
6.9,6,4.5,7.5,5.9,8.6,6.7,5.70,6.75,6.59
6.5,6.3,4.6,5.4,6,5.2,5.8,5.55,5.85,5.69
4.9,4.6,5.3,7,6.1,6.4,6.6,5.10,5.80,5.84
6.1,5.2,5.3,6.8,6.3,7.6,7.1,5.70,6.00,6.34
5.1,7.5,5.1,8.1,6.3,8.6,6.2,5.10,7.80,6.70
6.5,6.3,4.7,6.2,5.4,7.8,7,5.60,6.25,6.27
4.8,6.7,5.7,6.8,5.3,6.5,7,5.25,6.75,6.11
5.6,5.5,5.3,7,5.6,7.5,7.1,5.45,6.25,6.23
5.8,6.1,6.1,6.4,6.2,6.1,6.5,5.95,6.25,6.17
5.9,4.8,4.5,7.6,5.8,5.3,6.2,5.20,6.20,5.73
6,6,5.8,6.7,4.6,7.4,7.2,5.90,6.35,6.24
5.4,6.2,6.1,7,6.5,7.7,5.3,5.75,6.60,6.31
6,6.1,5.5,7.4,5.5,7.7,7,5.75,6.75,6.46
7.1,5.6,5.4,7.1,6.5,8.6,5.6,6.25,6.35,6.56
6.4,4.8,5.9,6.1,5.6,7.7,4.9,6.15,5.45,5.91
6.2,4.8,4.7,6.4,5.7,7.5,7.6,5.45,5.60,6.13
5.3,7,5.6,7.4,6.3,9.6,7.4,5.45,7.20,6.94
5.6,7.3,6.4,6.5,5.4,9.3,6.9,6.00,6.90,6.77
6.3,5.4,5.5,7.1,6.5,5.9,7.2,5.90,6.25,6.27
5.3,6.6,5.1,5.9,5.9,8.1,8.3,5.20,6.25,6.46
5.4,5.7,5.1,7.2,6.1,8,6.4,5.25,6.45,6.27
4.6,6.4,5.5,5.8,5.1,5.9,5.9,5.05,6.10,5.60
6.9,5.9,6,6.5,6.8,6.7,6.4,6.45,6.20,6.46
5.4,6.3,5,7.5,6.6,7.4,5.4,5.20,6.90,6.23
6.8,5.9,5.2,6.5,6.5,8.2,6.3,6.00,6.20,6.49
4.7,6.5,5.1,6.4,5.5,7.8,8.3,4.90,6.45,6.33
4.7,6,5.5,6.6,6,8.4,8.3,5.10,6.30,6.50
5.5,5.4,5.3,8.2,6.2,7,7.1,5.40,6.80,6.39
5.6,6.3,6.5,5.6,4.9,8.4,6.3,6.05,5.95,6.23
5.1,6,5.6,6,6.3,5.6,8.2,5.35,6.00,6.11
6.3,6.3,5.4,6.4,5.6,8.2,7.2,5.85,6.35,6.49
5.8,6.4,5,6.5,6.6,6.5,6.7,5.40,6.45,6.21
6.3,6.4,5.4,7.3,5.3,8.9,6.7,5.85,6.85,6.61
5.5,6.4,5.2,6,5.4,6.5,7.6,5.35,6.20,6.09
6,5.2,5,6.8,5.9,6.9,7.5,5.50,6.00,6.19
5.2,6.5,5.9,6.5,6.3,7.6,6.4,5.55,6.50,6.34
5.9,5.6,5.5,7,5.1,8.4,7.9,5.70,6.30,6.49
5.7,5.4,5.7,5,7.7,7.3,6.1,5.70,5.20,6.13
5.9,7.7,5.6,7.5,6.3,8.6,4.7,5.75,7.60,6.61
5.1,6.1,5.3,6.8,5.3,8.9,6.2,5.20,6.45,6.24
5.9,6.6,6.6,7,6,7.3,8.1,6.25,6.80,6.79
5.1,6.5,5.8,6.6,6.6,5.9,6.4,5.45,6.55,6.13
5.4,5.8,6.1,7.3,5.7,7.1,6,5.75,6.55,6.20
6.4,5.4,6.3,7.2,5.5,7.3,7.1,6.35,6.30,6.46
5.3,6.6,5.3,8,4.6,8.5,7.6,5.30,7.30,6.56
4.5,6.8,4.9,6.3,5.2,8.8,8.2,4.70,6.55,6.39
6,6.9,5.7,6.1,5.1,6.7,5.1,5.85,6.50,5.94
5.6,6.5,5.2,7.1,6.4,6.5,7,5.40,6.80,6.33
4.6,5.4,6.1,6.7,6.6,7.8,7.3,5.35,6.05,6.36
7,6.6,5.2,6,5.2,5.1,7.6,6.10,6.30,6.10
5.6,6,5.4,7.7,4.9,6.3,6.6,5.50,6.85,6.07
5.4,6.9,6,5.2,5.9,6.1,6.9,5.70,6.05,6.06
6,5.4,5.2,7,6,7.9,4.8,5.60,6.20,6.04
6.3,5.3,5.9,5.9,6.4,8.8,7.9,6.10,5.60,6.64
6.7,6.1,6.7,5.4,6.4,7.6,6.4,6.70,5.75,6.47
7.2,5.9,5.5,6.7,5.2,9,7.4,6.35,6.30,6.70
5.9,5.8,5,7,5.3,7.2,6.4,5.45,6.40,6.09
6.4,4.9,4.8,6.8,6.7,9.6,7.1,5.60,5.85,6.61
5.9,6.1,5.8,6.5,6.2,6.8,6.6,5.85,6.30,6.27
6.9,6.1,5.5,7.2,6,8.5,7.3,6.20,6.65,6.79
5.5,5.9,4.7,6.4,7.7,6.1,7.9,5.10,6.15,6.31
6.1,6.1,5.1,6.8,5.5,7,5.9,5.60,6.45,6.07
7.2,6,4.9,7.3,5.9,8.8,7.7,6.05,6.65,6.83
5.6,6.3,5,7.4,6,10,6.7,5.30,6.85,6.71
5.9,7.4,5.2,6.4,5.6,7.6,6.8,5.55,6.90,6.41
5.9,6.7,6.2,6.4,5.9,7.8,7.3,6.05,6.55,6.60
6.1,6.4,6,7.7,4.9,7.4,6.4,6.05,7.05,6.41
5.5,5.7,6,7,5.2,6.1,8.5,5.75,6.35,6.29
6.6,6.7,5.6,7.5,5.3,5.8,7.7,6.10,7.10,6.46
5,6,5.4,7.1,5.3,8.2,8.2,5.20,6.55,6.46
4.2,7.1,5.2,3.8,6.8,5.9,7.1,4.70,5.45,5.73
5.4,5.6,7.2,5,6.9,6.1,7.4,6.30,5.30,6.23
6,5.1,5,6.3,5.5,8,7.4,5.50,5.70,6.19
6.7,5.6,5.5,5.7,4.9,5.5,6.8,6.10,5.65,5.81
5.9,6.7,5,7.4,5.3,7.9,6.6,5.45,7.05,6.40
5.5,7.7,5,7.1,5.4,8,7.7,5.25,7.40,6.63
6.5,6.7,6.3,6.1,6.2,5.3,7,6.40,6.40,6.30
5.5,5.8,5.8,6.6,4.5,7.9,6.7,5.65,6.20,6.11
5.7,7.9,5.4,5.1,6.2,7.7,6.6,5.55,6.50,6.37
5.9,7.5,6,4.9,6.5,7.2,6.1,5.95,6.20,6.30
4.3,6.6,4,6.8,6.5,7.8,5,4.15,6.70,5.86
6.1,6.1,6.1,6.3,4.9,6.9,6.5,6.10,6.20,6.13
5.7,6.9,6.2,7.2,5.7,8.7,7.5,5.95,7.05,6.84
5.3,5.6,4.8,6.4,5.1,8.3,6.2,5.05,6.00,5.96
5.6,5.5,5.6,7.6,7.4,9.1,4.8,5.60,6.55,6.51
4.5,6.8,5.9,6.6,4.8,7.2,5.4,5.20,6.70,5.89
6.8,5.6,5,7,4.9,7.5,5.8,5.90,6.30,6.09
6,7.4,6.7,6.3,5.7,7.1,7.2,6.35,6.85,6.63
5.2,7,4.1,7.7,6.5,7.8,7.3,4.65,7.35,6.51
5.1,6.8,5.8,4.6,5.6,8.6,8.7,5.45,5.70,6.46
4.8,4.3,4.9,6.2,6.3,9,7.6,4.85,5.25,6.16
4.6,5.7,4.9,5.7,5.2,7.8,6.8,4.75,5.70,5.81
5.6,5.9,4.3,5.4,5,7.3,7.5,4.95,5.65,5.86
6.2,5.6,5.4,7.1,6.1,7.7,6.7,5.80,6.35,6.40
5.6,7.8,5.2,6.3,5.8,7.6,6.2,5.40,7.05,6.36
6,6.9,4.2,6.8,5.5,6.2,6.6,5.10,6.85,6.03
5.5,6.8,5.9,6.9,6.7,7.8,7.9,5.70,6.85,6.79
5.9,5.6,5.8,7,5.6,7.2,5.2,5.85,6.30,6.04
5.4,7,4.8,7.2,5.1,7.9,6.4,5.10,7.10,6.26
6.1,5.3,4.9,5.9,6.6,6.7,8.3,5.50,5.60,6.26
6.1,7.2,5.8,7.9,4.2,5.5,6.5,5.95,7.55,6.17
5.3,6.9,5.2,6.5,5.5,9.1,7.8,5.25,6.70,6.61
6.2,5.5,5.2,5.1,5.1,8,6.2,5.70,5.30,5.90
3.7,6.3,5.7,6.2,5.5,6.1,7.4,4.70,6.25,5.84
6.2,4.3,4.8,6.5,5.5,7.4,6.6,5.50,5.40,5.90
5.3,7.6,5.8,6,5.5,6.7,6.6,5.55,6.80,6.21
6.1,6.4,4.7,6.5,6.5,7.3,6.3,5.40,6.45,6.26
4.7,5.3,4.8,6.7,7,7.8,5.8,4.75,6.00,6.01
5.7,7,6.2,5.9,5.7,6.1,8.1,5.95,6.45,6.39
5.3,5.2,5.4,5.3,6.4,7.6,4.3,5.35,5.25,5.64
5.2,4.9,5.7,6.2,4.7,7.5,7.4,5.45,5.55,5.94
6.1,5.1,6.7,7.6,6.6,6.2,6.5,6.40,6.35,6.40
5.6,6.2,4.6,5.3,5.5,8.6,6.7,5.10,5.75,6.07
5,6.4,4.7,7.5,4.4,8,6.1,4.85,6.95,6.01
6,6.4,4.9,7.3,6.5,7.1,7.5,5.45,6.85,6.53
5.2,6.8,5.5,6.7,5.1,10,7.4,5.35,6.75,6.67
6.2,6.2,6.1,7.8,6.2,5.6,6.8,6.15,7.00,6.41
5.7,5.4,5.9,6.9,5,5.8,5.3,5.80,6.15,5.71
6.1,6.8,5.6,6.9,5.8,9.4,8.3,5.85,6.85,6.99
5,6.9,5.9,6.8,5.7,8.8,5.2,5.45,6.85,6.33
6.4,5.6,5.5,7.3,6,9.1,6.6,5.95,6.45,6.64
5.3,6.1,6.1,5.7,6.6,8.1,8.4,5.70,5.90,6.61
4.9,5.4,6.3,6.1,5.7,6.8,8.2,5.60,5.75,6.20
5.8,5.6,5.4,6,6.5,7,7,5.60,5.80,6.19
5.8,7.3,6,6.6,5.6,7.1,5.3,5.90,6.95,6.24
5.4,5.6,5.9,7.5,5.8,8.9,7.3,5.65,6.55,6.63
5,7.7,6.2,6.5,6.5,7.9,4.4,5.60,7.10,6.31
5.2,6.3,5.5,4.6,7,5.9,7.2,5.35,5.45,5.96
5.3,6.7,4.6,6.7,6.2,8.3,7.7,4.95,6.70,6.50
5.6,7.8,5,6.6,6.2,6.1,5.5,5.30,7.20,6.11
4.7,6.6,5,8.1,5.9,8,6.8,4.85,7.35,6.44
6.9,6.8,6.2,7.8,5.9,7.3,6.5,6.55,7.30,6.77
6.1,5.7,4.4,7.4,5.4,7.2,7.1,5.25,6.55,6.19
5.6,6.4,5,7,6,8,7.3,5.30,6.70,6.47
5.6,6.9,5.1,6.1,6.5,7.7,8,5.35,6.50,6.56
5.8,5.6,5.6,5.9,5,6.9,5.1,5.70,5.75,5.70
6.2,4.9,5.7,6.8,6.1,7.6,7.1,5.95,5.85,6.34
6.8,7.1,6,7.2,6.5,5.2,7.7,6.40,7.15,6.64
5.3,5.4,5.7,8.3,6.5,8.2,8.6,5.50,6.85,6.86
5.7,7.1,6,6.9,5.5,7.2,5.5,5.85,7.00,6.27
7,5.3,6.6,5.8,6.2,7.1,6.7,6.80,5.55,6.39
5.6,6.9,4.8,4.9,7.1,6.1,6.1,5.20,5.90,5.93
4.4,6.8,5.5,6.6,5.8,5.8,6.5,4.95,6.70,5.91
